SFR Z Mstar Xmol Mgas Mdm
0.000000e+00 0.000000e+00 0.000000e+00 2.286107e-05 8.859780e+04 1.698478e+06
0.000000e+00 0.000000e+00 0.000000e+00 7.620078e-05 9.020713e+04 1.376400e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.929798e-05 7.025992e+04 1.411085e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.151707e-05 7.932298e+04 1.236282e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.533791e-05 6.530488e+04 1.281428e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.276734e-05 3.832744e+04 1.115710e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.189969e-05 4.400244e+04 9.497159e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.962381e-05 4.150375e+04 9.585249e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.779800e-05 4.218136e+04 8.932835e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.261633e-05 4.853397e+04 8.459354e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.217787e-05 3.930151e+04 8.280422e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.939172e-05 3.510878e+04 7.856491e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.710371e-05 2.875617e+04 8.046434e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.961767e-05 3.773453e+04 7.300425e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.970466e-05 2.765505e+04 7.729862e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.647706e-05 2.680803e+04 7.765648e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.407848e-05 3.002669e+04 7.294919e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.655927e-05 2.629982e+04 7.256380e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.308444e-05 3.218658e+04 6.160766e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.255540e-05 1.905784e+04 6.499360e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.240782e-05 1.910019e+04 5.789138e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.663565e-05 2.020131e+04 5.577172e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.555379e-05 2.083658e+04 5.354196e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.880325e-05 1.660150e+04 5.469813e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.934301e-05 2.104833e+04 5.051388e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.433110e-05 1.672855e+04 5.288128e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.494661e-05 1.643210e+04 5.246836e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.447823e-05 1.660150e+04 5.122960e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.644832e-05 1.782967e+04 4.952287e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.722869e-05 1.579683e+04 4.960545e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.382495e-05 1.528862e+04 4.765096e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.946709e-05 1.740616e+04 4.613692e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.023871e-05 1.329814e+04 4.553131e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.756885e-05 1.312874e+04 4.374199e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.169614e-05 1.494982e+04 4.220042e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.762222e-05 1.304403e+04 4.016335e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.861631e-05 1.486512e+04 3.730044e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.312374e-05 1.562743e+04 3.242798e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.438007e-05 1.283228e+04 2.202240e+05
0.000000e+00 0.000000e+00 0.000000e+00 4.108125e-05 3.346981e+05 5.215179e+06
9.523825e-06 4.436644e-06 1.349040e-08 8.128505e-04 4.253727e+05 4.431732e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.907500e-05 1.615682e+05 2.388880e+06
1.971533e-08 0.000000e+00 0.000000e+00 1.735524e-04 1.225208e+05 1.686365e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.363527e-05 9.677149e+04 1.625528e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.705557e-05 9.088474e+04 1.484585e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.410637e-05 6.263678e+04 1.345568e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.585303e-05 5.094797e+04 1.413838e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.147417e-05 6.174741e+04 1.259406e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.994730e-05 5.874051e+04 1.256928e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.451350e-05 5.302315e+04 1.268765e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.553586e-05 5.653827e+04 1.104148e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.322945e-05 3.896270e+04 1.066435e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.052868e-05 5.344666e+04 9.312722e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.752316e-05 4.196961e+04 9.125531e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.458218e-05 3.832744e+04 9.260418e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.938388e-05 4.730580e+04 8.596994e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.792267e-05 3.570169e+04 9.155812e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.649275e-05 3.083135e+04 9.392553e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.153187e-05 3.612520e+04 8.855757e+05
0.000000e+00 0.000000e+00 0.000000e+00 3.549173e-05 4.086849e+04 7.974861e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.519920e-05 3.311830e+04 8.277669e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.109967e-05 3.277949e+04 8.277669e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.726451e-05 3.015374e+04 7.248122e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.583004e-05 2.613042e+04 6.653517e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.623870e-05 2.007426e+04 6.694809e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.627047e-05 2.333527e+04 6.436046e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.230184e-05 2.121773e+04 6.314923e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.421725e-05 2.185299e+04 6.270878e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.717863e-05 2.282706e+04 6.177283e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.125289e-05 2.151419e+04 5.979081e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.728698e-05 2.117538e+04 5.970823e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.916923e-05 2.337762e+04 5.519363e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.437924e-05 2.155654e+04 5.538633e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.205751e-05 2.388583e+04 5.246836e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.663708e-05 1.960840e+04 5.502847e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.558624e-05 1.863434e+04 5.555150e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.859718e-05 1.791437e+04 5.571667e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.398011e-05 1.706736e+04 5.436779e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.379997e-05 2.028601e+04 5.224814e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.792307e-05 1.821083e+04 5.263353e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.180729e-05 1.448396e+04 5.417510e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.077442e-05 1.859199e+04 5.095432e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.292387e-05 1.558508e+04 5.026612e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.004810e-05 1.562743e+04 4.842175e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.642528e-05 1.516157e+04 4.657737e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.726616e-05 1.533098e+04 4.569648e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.961747e-05 1.833788e+04 4.371446e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.151007e-05 1.308639e+04 4.511839e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.454884e-05 1.524627e+04 4.225548e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.475622e-05 1.321344e+04 4.173244e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.250445e-05 1.482277e+04 3.942009e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.099099e-05 1.541568e+04 3.366674e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.288177e-05 1.397575e+04 3.303360e+05
1.500663e-05 1.766655e-05 5.226777e-08 1.261690e-03 6.110481e+05 6.271428e+06
2.166222e-06 4.248391e-07 4.194140e-09 2.823282e-04 4.036455e+05 4.421272e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.825025e-05 2.129396e+05 3.331989e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.256937e-05 2.000650e+05 3.394477e+06
1.594506e-07 0.000000e+00 0.000000e+00 1.245713e-04 2.169206e+05 2.795193e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.363588e-05 1.362424e+05 2.215728e+06
2.324285e-07 0.000000e+00 5.293849e-10 3.933418e-04 1.586460e+05 2.001010e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.819167e-05 1.204456e+05 1.974033e+06
3.984494e-08 0.000000e+00 0.000000e+00 7.938423e-05 1.200644e+05 1.712242e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.231208e-05 9.291757e+04 1.880162e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.574017e-05 8.372746e+04 1.821803e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.915992e-05 9.050358e+04 1.616719e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.058731e-05 6.594014e+04 1.325748e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.676970e-05 6.708361e+04 1.280052e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.530845e-05 6.458491e+04 1.267940e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.424997e-05 5.937577e+04 1.300423e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.971916e-05 5.336196e+04 1.235181e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.832962e-05 6.543193e+04 1.150120e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.876148e-05 5.327726e+04 1.157552e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.870842e-05 5.615711e+04 1.137182e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.466272e-05 5.060916e+04 1.125344e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.818826e-05 5.226084e+04 1.092586e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.808697e-05 4.578118e+04 1.038631e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.738133e-05 3.832744e+04 1.051019e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.692455e-05 4.429890e+04 9.684350e+05
0.000000e+00 0.000000e+00 0.000000e+00 4.182150e-05 4.781401e+04 9.169576e+05
0.000000e+00 0.000000e+00 0.000000e+00 3.547170e-05 4.967744e+04 8.718117e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.250967e-05 2.481755e+04 8.167557e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.752100e-05 2.892557e+04 7.749131e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.582725e-05 2.795150e+04 7.765648e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.265941e-05 3.163602e+04 7.443571e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.803823e-05 2.748565e+04 7.523402e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.041988e-05 2.456344e+04 7.710592e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.742029e-05 2.765505e+04 7.473851e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.455850e-05 2.765505e+04 7.385762e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.189172e-05 3.333005e+04 6.978347e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.675110e-05 2.803621e+04 7.171043e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.444113e-05 2.625747e+04 7.088459e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.242347e-05 2.435169e+04 6.758123e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.978269e-05 2.689273e+04 6.386496e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.227364e-05 2.524106e+04 6.182788e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.785616e-05 2.117538e+04 6.339698e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.600188e-05 2.481755e+04 6.102957e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.998597e-05 2.003191e+04 6.364473e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.498794e-05 1.926960e+04 6.392001e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.352850e-05 2.223415e+04 6.144249e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.656195e-05 3.290654e+04 5.398240e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.680870e-05 1.918490e+04 5.747846e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.766386e-05 2.100598e+04 5.494588e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.191574e-05 1.499217e+04 5.747846e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.027897e-05 1.702501e+04 5.354196e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.522063e-05 1.893079e+04 5.172511e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.240299e-05 1.566978e+04 5.310151e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.559024e-05 1.562743e+04 5.310151e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.073002e-05 1.715206e+04 5.144983e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.757073e-05 1.524627e+04 5.054140e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.714416e-05 1.833788e+04 4.842175e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.683126e-05 1.494982e+04 5.056893e+05
0.000000e+00 0.000000e+00 0.000000e+00 9.892818e-06 1.334049e+04 5.147736e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.834136e-05 1.812613e+04 4.597176e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.205435e-05 2.333527e+04 4.211784e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.164905e-05 1.355224e+04 4.765096e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.584164e-05 1.469572e+04 4.665996e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.609162e-05 1.350989e+04 4.627456e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.528565e-05 1.372165e+04 4.561389e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.688163e-05 1.838023e+04 4.247570e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.610183e-05 1.278993e+04 4.404480e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.323310e-05 1.342519e+04 4.203525e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.200870e-05 1.376400e+04 4.112683e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.287801e-05 1.321344e+04 4.090660e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.269064e-05 1.372165e+04 3.881448e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.854472e-05 1.838023e+04 3.515325e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.695446e-05 1.317109e+04 3.573134e+05
2.816353e-05 4.288316e-05 1.445542e-07 3.069240e-03 7.595176e+05 7.751334e+06
1.128087e-05 9.334744e-06 3.116295e-08 8.927695e-04 5.892324e+05 5.449993e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.266297e-05 4.060591e+05 5.453847e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.739420e-05 3.016645e+05 4.919804e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.339446e-05 2.988270e+05 4.817950e+06
1.591509e-07 0.000000e+00 0.000000e+00 7.131798e-05 3.323688e+05 4.230227e+06
2.424885e-06 0.000000e+00 0.000000e+00 5.015323e-04 2.807011e+05 2.993394e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.011180e-05 1.718170e+05 2.629199e+06
1.300090e-06 6.053225e-06 7.207543e-09 7.672692e-04 1.924854e+05 2.317582e+06
6.215419e-07 1.068204e-06 1.003514e-09 2.127765e-04 1.696574e+05 2.188200e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.447481e-05 1.356071e+05 2.169757e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.427187e-05 1.036747e+05 1.956140e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.895955e-05 9.833847e+04 1.938522e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.046904e-05 1.057922e+05 1.773904e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.117805e-05 1.103237e+05 1.739770e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.534614e-05 8.698847e+04 1.737567e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.844563e-05 8.067820e+04 1.476051e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.965579e-05 6.687185e+04 1.558085e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.257639e-05 8.300749e+04 1.431731e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.158384e-05 7.148809e+04 1.405855e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.121287e-05 7.428324e+04 1.385484e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.121330e-05 6.568603e+04 1.324922e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.253826e-05 7.030227e+04 1.223069e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.914540e-05 5.501364e+04 1.259131e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.302126e-05 4.887278e+04 1.253350e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.709314e-05 4.463770e+04 1.061755e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.508662e-05 3.832744e+04 1.069187e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.243766e-05 5.399722e+04 8.742892e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.347548e-05 4.489181e+04 9.312722e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.212721e-05 4.252017e+04 9.309969e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.315220e-05 3.523583e+04 9.681597e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.151695e-05 3.714162e+04 8.467612e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.893101e-05 3.824274e+04 8.393287e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.308521e-05 3.303360e+04 8.503398e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.274386e-05 3.392296e+04 8.376770e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.065521e-05 3.125486e+04 8.514410e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.349986e-05 3.595580e+04 7.845479e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.509134e-05 3.061960e+04 7.980367e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.692760e-05 2.621512e+04 8.123512e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.945426e-05 3.100076e+04 7.633514e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.869301e-05 2.604572e+04 7.886771e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.306621e-05 2.553751e+04 7.352728e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.203825e-05 2.104833e+04 7.410537e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.080268e-05 2.037072e+04 7.104976e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.013092e-05 2.452109e+04 6.832449e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.906412e-05 2.663863e+04 6.386496e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.964290e-05 2.240355e+04 6.532394e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.446313e-05 2.015896e+04 6.557169e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.819083e-05 2.096363e+04 6.488349e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.656251e-05 2.079422e+04 6.298406e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.433211e-05 1.897314e+04 6.303912e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.430564e-05 2.354702e+04 5.965317e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.995470e-05 1.888844e+04 6.130485e+05
0.000000e+00 0.000000e+00 0.000000e+00 3.115898e-05 2.286941e+04 5.857958e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.919759e-05 2.253061e+04 5.835936e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.193023e-05 1.660150e+04 6.034137e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.757172e-05 1.838023e+04 5.778127e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.989995e-05 1.850728e+04 5.387229e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.073536e-05 1.422986e+04 5.654251e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.070787e-05 1.452631e+04 5.612959e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.801272e-05 1.647445e+04 5.582678e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.206524e-05 1.435691e+04 5.445038e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.166015e-05 1.914254e+04 5.183522e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.766724e-05 1.643210e+04 5.271612e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.956870e-05 2.121773e+04 4.864197e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.014315e-05 1.727911e+04 5.117455e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.450306e-05 2.130243e+04 4.773355e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.706608e-05 1.545803e+04 5.144983e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.583640e-05 1.592389e+04 5.034871e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.404269e-05 1.439926e+04 5.067904e+05
0.000000e+00 0.000000e+00 0.000000e+00 9.954241e-06 1.295933e+04 5.054140e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.401779e-05 1.397575e+04 4.800883e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.580457e-05 1.545803e+04 4.682512e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.349947e-05 1.609329e+04 4.522850e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.448067e-05 1.554273e+04 4.498075e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.858183e-05 1.664385e+04 4.379704e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.496035e-05 1.613564e+04 4.396221e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.115152e-05 1.397575e+04 4.525603e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.145179e-05 1.406045e+04 4.456783e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.143924e-05 1.287463e+04 4.506333e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.206189e-05 1.287463e+04 4.211784e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.042516e-05 1.321344e+04 3.991560e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.889243e-05 1.317109e+04 3.691505e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.341702e-05 1.312874e+04 3.443752e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.257442e-05 1.414516e+04 2.953754e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.721521e-05 1.664385e+04 2.560104e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.224566e-05 1.816848e+04 2.438981e+05
3.027765e-05 8.603908e-05 1.153936e-07 1.334449e-02 7.859645e+05 7.487615e+06
2.903588e-07 0.000000e+00 0.000000e+00 1.124092e-04 6.298406e+05 6.792809e+06
0.000000e+00 1.222794e-04 0.000000e+00 2.671337e-02 4.241168e+05 5.841166e+06
1.194512e-06 0.000000e+00 0.000000e+00 2.471742e-04 4.626399e+05 5.243808e+06
7.852826e-06 1.313494e-04 1.623992e-08 2.772698e-02 3.760358e+05 3.868234e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.498510e-05 2.369102e+05 3.308315e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.524127e-05 2.006579e+05 3.408517e+06
9.779976e-07 2.989580e-06 3.000556e-09 4.663988e-04 2.495317e+05 3.068546e+06
