SFR Z Mstar Xmol Mgas Mdm
0.000000e+00 0.000000e+00 0.000000e+00 4.627137e-05 2.508012e+05 2.976052e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.985697e-05 2.265342e+05 3.080383e+06
2.406813e-06 1.335027e-05 1.289697e-08 2.260730e-03 2.322562e+05 2.846395e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.020640e-05 1.573754e+05 2.765187e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.906514e-05 1.320073e+05 2.877777e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.624011e-05 1.621187e+05 2.486879e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.354855e-05 1.373012e+05 2.453295e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.397100e-05 1.399693e+05 2.115802e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.379465e-05 1.207420e+05 2.015875e+06
0.000000e+00 1.205140e-04 0.000000e+00 2.631815e-02 1.218837e+05 1.952010e+06
1.977227e-08 0.000000e+00 0.000000e+00 6.742993e-05 1.279840e+05 1.796752e+06
0.000000e+00 1.233967e-04 0.000000e+00 2.694697e-02 9.697396e+04 1.899157e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.757963e-05 1.111708e+05 1.735365e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.645149e-05 1.004984e+05 1.772803e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.277921e-05 1.060887e+05 1.623051e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.130600e-05 7.525731e+04 1.585337e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.631738e-05 7.983119e+04 1.459534e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.834780e-05 6.212857e+04 1.396495e+06
0.000000e+00 0.000000e+00 0.000000e+00 5.225722e-05 7.750190e+04 1.285282e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.477627e-05 6.026514e+04 1.376125e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.772677e-05 5.806290e+04 1.371445e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.031309e-05 4.806812e+04 1.420995e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.289019e-05 5.950282e+04 1.283906e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.429364e-05 5.471719e+04 1.179299e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.726029e-05 5.221849e+04 1.177097e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.789380e-05 5.408192e+04 1.056525e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.023648e-05 4.396009e+04 1.106075e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.450899e-05 5.416663e+04 1.035328e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.366558e-05 5.209144e+04 1.041384e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.106779e-05 5.382782e+04 1.018536e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.675896e-05 3.921681e+04 1.097541e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.984929e-05 3.853919e+04 1.035879e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.627321e-05 4.281662e+04 9.967888e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.369363e-05 3.244068e+04 1.012755e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.153343e-05 4.209666e+04 9.458620e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.397074e-05 3.532054e+04 9.874293e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.921213e-05 3.510878e+04 9.717383e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.655146e-05 3.476998e+04 9.648563e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.149745e-05 3.303360e+04 9.552215e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.628767e-05 5.742763e+04 7.707839e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.264626e-05 3.523583e+04 8.982386e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.536227e-05 3.811569e+04 8.674072e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.201306e-05 3.366886e+04 8.773173e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.703770e-05 3.320300e+04 8.288680e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.657704e-05 2.884087e+04 8.478623e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.546753e-05 3.189012e+04 8.062951e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.192786e-05 2.731624e+04 8.354747e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.265404e-05 2.583397e+04 8.296938e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.131409e-05 2.198005e+04 7.889524e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.216383e-05 2.062482e+04 7.922558e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.225018e-05 2.172594e+04 7.820704e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.929554e-05 2.579162e+04 7.523402e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.182951e-05 2.181064e+04 7.658289e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.319269e-05 2.536811e+04 7.418795e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.150630e-05 2.507165e+04 7.427054e+05
0.000000e+00 2.753805e-03 0.000000e+00 2.783313e-02 2.135231e+04 7.666547e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.673335e-05 3.434647e+04 6.771887e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.360325e-05 3.112781e+04 6.975595e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.574624e-05 2.333527e+04 7.184807e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.818849e-05 2.452109e+04 6.807674e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.987115e-05 2.502930e+04 6.730595e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.372123e-05 2.244590e+04 6.716831e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.163365e-05 2.337762e+04 6.595708e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.083745e-05 1.838023e+04 6.873741e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.733398e-05 1.850728e+04 6.769135e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.094863e-05 2.587632e+04 6.202058e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.030837e-05 1.994721e+04 6.491102e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.194930e-05 1.935430e+04 6.499360e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.129379e-05 1.651680e+04 6.094699e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.618749e-05 1.655915e+04 6.064418e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.369573e-05 1.681325e+04 6.012115e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.238723e-05 2.443639e+04 5.475319e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.553252e-05 1.833788e+04 5.871722e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.070570e-05 1.740616e+04 5.929531e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.026686e-05 2.024367e+04 5.720318e+05
0.000000e+00 2.617563e-03 0.000000e+00 2.645613e-02 1.588686e+04 5.940542e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.257660e-05 1.588154e+04 5.681779e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.098633e-05 1.469572e+04 5.692790e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.101731e-05 1.681325e+04 5.494588e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.777356e-05 1.448396e+04 5.590936e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.392412e-05 1.613564e+04 5.467060e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.510739e-05 1.702501e+04 5.356948e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.399455e-05 1.651680e+04 5.307398e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.495666e-05 1.524627e+04 5.337679e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.738267e-05 1.482277e+04 5.263353e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.319688e-05 1.397575e+04 5.235825e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.051689e-05 1.410280e+04 5.213803e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.119654e-05 1.867669e+04 4.899984e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.120009e-05 1.401810e+04 5.183522e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.537402e-05 1.647445e+04 4.707288e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.640089e-05 1.308639e+04 4.875208e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.543015e-05 1.274758e+04 4.781613e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.326940e-05 1.956605e+04 4.286109e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.361590e-05 1.698266e+04 4.365940e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.123075e-05 1.338284e+04 4.597176e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.416840e-05 1.579683e+04 4.310884e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.173821e-05 1.859199e+04 4.068638e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.731448e-05 1.448396e+04 4.308132e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.170437e-05 1.507687e+04 4.236559e+05
0.000000e+00 2.478542e-03 0.000000e+00 2.505110e-02 1.325999e+04 4.046616e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.865645e-05 1.579683e+04 3.826392e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.337797e-05 1.804142e+04 3.677740e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.892657e-05 1.414516e+04 3.823639e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.178276e-05 1.355224e+04 3.845661e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.342948e-05 1.414516e+04 3.413472e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.162693e-05 1.317109e+04 3.003305e+05
4.991048e-05 1.140092e-04 4.593639e-07 1.472328e-02 1.116016e+06 1.270830e+07
4.088886e-05 1.570945e-04 2.631384e-07 1.443280e-02 9.694286e+05 1.070949e+07
1.418504e-05 3.537917e-06 2.390130e-08 7.135376e-04 8.226666e+05 7.436413e+06
1.122280e-07 0.000000e+00 0.000000e+00 5.735999e-05 6.770617e+05 8.140580e+06
0.000000e+00 1.564080e-04 0.000000e+00 1.255240e-02 5.678978e+05 6.520006e+06
1.131138e-05 1.956099e-04 5.499367e-08 1.882770e-02 4.085142e+05 4.338137e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.068777e-05 3.379591e+05 3.913931e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.066245e-05 2.620242e+05 4.158930e+06
0.000000e+00 0.000000e+00 0.000000e+00 9.266518e-05 3.211035e+05 3.650212e+06
2.934877e-06 1.475999e-05 1.803701e-08 1.667585e-03 3.184833e+05 3.552488e+06
1.990467e-07 0.000000e+00 0.000000e+00 1.060114e-04 2.773128e+05 3.433017e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.208223e-05 2.496154e+05 3.575336e+06
4.708076e-06 3.133185e-05 3.151049e-08 7.487708e-03 2.594946e+05 3.217748e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.826538e-05 2.082387e+05 3.061389e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.865893e-05 1.765603e+05 2.788311e+06
2.213105e-07 0.000000e+00 0.000000e+00 1.926238e-04 1.701654e+05 2.460452e+06
0.000000e+00 0.000000e+00 0.000000e+00 6.187721e-05 1.665232e+05 2.386677e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.163033e-05 1.731723e+05 2.315930e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.876548e-05 1.293816e+05 2.396863e+06
0.000000e+00 1.530610e-04 0.000000e+00 1.225242e-02 1.312775e+05 2.366031e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.227559e-05 1.173116e+05 2.436228e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.975843e-05 1.426374e+05 2.216554e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.624780e-05 1.332779e+05 2.040375e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.587312e-05 1.350989e+05 1.980364e+06
0.000000e+00 0.000000e+00 0.000000e+00 5.085960e-05 1.198527e+05 2.064049e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.818185e-05 9.503511e+04 2.160397e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.843723e-05 7.415619e+04 1.925033e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.427783e-05 1.057922e+05 1.710314e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.997953e-05 8.347335e+04 1.763719e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.328527e-05 8.326160e+04 1.688567e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.556934e-05 9.164705e+04 1.568545e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.153058e-05 8.576029e+04 1.515692e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.141259e-05 7.525731e+04 1.563315e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.233126e-05 7.305507e+04 1.569096e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.277964e-05 5.370077e+04 1.449074e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.940483e-05 5.603006e+04 1.415765e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.900941e-05 5.624181e+04 1.411911e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.858165e-05 6.915880e+04 1.306204e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.843756e-05 6.047689e+04 1.336209e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.748729e-05 5.730058e+04 1.353552e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.419587e-05 5.247260e+04 1.383557e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.308438e-05 5.365842e+04 1.311709e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.302516e-05 5.763939e+04 1.273720e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.253017e-05 5.492894e+04 1.248395e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.016220e-05 5.077857e+04 1.261058e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.185008e-05 4.620468e+04 1.246468e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.384043e-05 4.036028e+04 1.261883e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.947079e-05 5.467483e+04 1.102772e+06
0.000000e+00 2.223993e-03 0.000000e+00 1.186964e-02 3.621859e+04 1.206002e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.532414e-05 4.544237e+04 1.126170e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.864816e-05 4.645879e+04 1.113783e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.663451e-05 4.095319e+04 1.142137e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.976226e-05 4.518826e+04 1.089558e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.853783e-05 5.353136e+04 1.015508e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.918712e-05 3.853919e+04 1.095064e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.218286e-05 3.980972e+04 1.033952e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.946993e-05 4.641644e+04 9.780698e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.459836e-05 3.286419e+04 1.044137e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.634351e-05 3.163602e+04 1.005873e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.342403e-05 4.527297e+04 9.067722e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.210632e-05 2.888322e+04 1.011103e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.340491e-05 4.290132e+04 9.155812e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.581737e-05 3.070430e+04 9.932102e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.374805e-05 3.866625e+04 9.158565e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.418093e-05 3.320300e+04 9.378789e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.385899e-05 4.768696e+04 8.415309e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.425154e-05 2.782445e+04 9.692608e+05
0.000000e+00 2.304370e-03 0.000000e+00 1.229611e-02 3.460917e+04 8.712611e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.874276e-05 3.434647e+04 8.624522e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.444386e-05 3.248303e+04 8.654802e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.390514e-05 2.841736e+04 8.627274e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.451432e-05 2.960318e+04 8.200591e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.459630e-05 2.541046e+04 8.357500e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.898051e-05 3.049255e+04 8.016153e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.456676e-05 2.452109e+04 8.327219e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.262385e-05 3.040785e+04 7.903288e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.283174e-05 2.718919e+04 8.090478e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.433902e-05 2.901027e+04 7.922558e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.258753e-05 2.570691e+04 8.112501e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.436451e-05 2.469049e+04 7.853738e+05
0.000000e+00 2.181172e-03 0.000000e+00 1.164099e-02 2.257827e+04 7.939074e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.295047e-05 2.494460e+04 7.619750e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.120168e-05 2.210710e+04 7.658289e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.485319e-05 2.672333e+04 7.308683e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.533100e-05 2.994199e+04 7.096718e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.160465e-05 2.282706e+04 7.427054e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.117906e-05 2.752800e+04 6.986606e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.455054e-05 3.091606e+04 7.022392e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.726488e-05 2.545281e+04 6.667281e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.510717e-05 1.829553e+04 7.248122e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.131222e-05 2.087893e+04 6.997617e+05
0.000000e+00 2.267145e-03 0.000000e+00 1.209403e-02 2.312917e+04 6.741607e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.220131e-05 2.363173e+04 6.653517e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.411355e-05 1.952370e+04 6.824191e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.342416e-05 2.354702e+04 6.518630e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.233615e-05 1.960840e+04 6.518630e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.229494e-05 2.536811e+04 6.083688e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.538153e-05 2.850206e+04 5.835936e+05
0.000000e+00 1.334869e-03 0.000000e+00 7.133025e-03 1.986537e+04 6.358968e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.120089e-05 1.859199e+04 6.389248e+05
0.000000e+00 2.189704e-03 0.000000e+00 1.168413e-02 1.766444e+04 6.089193e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.925289e-05 1.685560e+04 6.122227e+05
0.000000e+00 0.000000e+00 0.000000e+00 9.636883e-06 2.126008e+04 5.819419e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.624534e-05 2.443639e+04 5.571667e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.374771e-05 1.406045e+04 6.229586e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.551157e-05 1.723676e+04 5.990092e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.837976e-05 1.592389e+04 6.061665e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.214552e-05 1.524627e+04 6.069923e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.773261e-05 1.715206e+04 5.868969e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.391158e-05 1.880374e+04 5.739588e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.023165e-05 1.287463e+04 6.119474e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.773264e-05 1.727911e+04 5.786385e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.603445e-05 1.740616e+04 5.687284e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.838948e-05 1.638974e+04 5.703801e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.980336e-05 1.761792e+04 5.464308e+05
0.000000e+00 0.000000e+00 0.000000e+00 9.160163e-06 1.384870e+04 5.695543e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.127152e-05 1.334049e+04 5.717565e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.410985e-05 1.609329e+04 5.428521e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.215529e-05 1.346754e+04 5.590936e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.042085e-05 1.770262e+04 5.268859e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.323591e-05 1.304403e+04 5.461555e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.937603e-05 1.757557e+04 5.089927e+05
0.000000e+00 2.302961e-03 0.000000e+00 1.228581e-02 1.385214e+04 5.323915e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.722005e-05 2.206475e+04 4.787119e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.214796e-05 1.859199e+04 4.957792e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.485934e-05 1.334049e+04 5.285376e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.562706e-05 2.358938e+04 4.561389e+05
0.000000e+00 2.257014e-03 0.000000e+00 1.204262e-02 1.448749e+04 5.065152e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.340187e-05 1.660150e+04 4.880714e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.071209e-05 1.397575e+04 4.941276e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.280189e-05 1.317109e+04 4.902736e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.738118e-05 1.367930e+04 4.864197e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.731688e-05 1.592389e+04 4.905489e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.218472e-05 1.283228e+04 4.704535e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.368004e-05 1.626269e+04 4.679760e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.466043e-05 1.956605e+04 4.448524e+05
0.000000e+00 0.000000e+00 0.000000e+00 9.745479e-06 1.406045e+04 4.806388e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.437729e-05 1.558508e+04 4.671501e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.180459e-05 1.380635e+04 4.770602e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.540456e-05 1.406045e+04 4.712793e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.554764e-05 2.761270e+04 3.823639e+05
0.000000e+00 2.488375e-03 0.000000e+00 1.327618e-02 1.402186e+04 4.657737e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.309088e-05 1.829553e+04 4.363188e+05
0.000000e+00 0.000000e+00 0.000000e+00 9.670414e-06 1.321344e+04 4.690771e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.113299e-05 1.469572e+04 4.539367e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.042216e-05 1.393340e+04 4.558636e+05
0.000000e+00 2.187840e-03 0.000000e+00 1.167743e-02 1.385197e+04 4.553131e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.481130e-05 1.672855e+04 4.330154e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.170469e-05 1.312874e+04 4.555884e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.720768e-05 2.202240e+04 3.966785e+05
0.000000e+00 2.176691e-03 0.000000e+00 1.161404e-02 1.410611e+04 3.713527e+05
0.000000e+00 2.401780e-03 0.000000e+00 1.281265e-02 1.851208e+04 3.325382e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.905814e-05 1.380635e+04 3.449258e+05
0.000000e+00 0.000000e+00 0.000000e+00 1.727679e-05 1.321344e+04 3.482292e+05
0.000000e+00 0.000000e+00 0.000000e+00 2.896922e-05 1.414516e+04 3.413472e+05
8.688459e-06 1.578817e-06 1.965133e-08 2.768984e-04 1.612000e+06 1.638576e+07
6.733923e-05 1.741343e-04 7.958671e-07 2.045300e-02 1.282916e+06 1.569674e+07
4.209621e-05 3.423578e-05 1.709195e-07 2.041477e-03 1.162028e+06 1.211259e+07
4.412852e-05 1.337929e-04 4.907682e-07 2.028569e-02 1.025573e+06 1.231520e+07
1.655069e-05 1.380576e-05 4.993817e-08 3.237628e-03 8.599061e+05 8.492387e+06
6.069252e-06 1.089555e-06 7.261583e-09 1.773058e-03 7.541850e+05 7.100296e+06
1.371179e-06 8.819689e-07 3.067357e-09 1.668065e-04 5.812226e+05 6.813455e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.068276e-05 3.396531e+05 5.573869e+06
1.222938e-05 8.531183e-05 1.105459e-07 2.352684e-02 3.992935e+05 4.855388e+06
3.464704e-06 7.121546e-06 2.016551e-08 5.855977e-04 4.515890e+05 4.474401e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.315538e-05 3.571016e+05 5.004315e+06
3.795977e-07 0.000000e+00 0.000000e+00 9.445389e-05 3.353334e+05 4.517069e+06
2.400123e-06 4.375031e-06 9.240457e-09 5.174405e-04 3.850548e+05 4.115986e+06
5.165592e-06 2.820580e-05 3.510098e-08 6.766888e-03 3.593186e+05 3.954672e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.869616e-05 2.747718e+05 4.141587e+06
4.868989e-06 6.002078e-05 5.479721e-08 1.589486e-02 2.851746e+05 3.614426e+06
4.581929e-07 0.000000e+00 0.000000e+00 1.308104e-04 2.823102e+05 3.551662e+06
0.000000e+00 0.000000e+00 0.000000e+00 4.694903e-05 2.354279e+05 3.550011e+06
0.000000e+00 0.000000e+00 0.000000e+00 5.288668e-05 2.281859e+05 3.343551e+06
1.963161e-08 0.000000e+00 0.000000e+00 6.632365e-05 2.469050e+05 3.098827e+06
4.409365e-07 6.348635e-06 4.918516e-09 5.151264e-04 2.289924e+05 3.075703e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.356034e-05 2.065023e+05 3.042119e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.097842e-05 1.580954e+05 3.221602e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.816429e-05 1.556814e+05 3.048450e+06
0.000000e+00 0.000000e+00 0.000000e+00 2.804452e-05 1.631775e+05 2.946046e+06
0.000000e+00 7.951301e-05 0.000000e+00 1.393210e-03 1.605097e+05 2.621766e+06
0.000000e+00 0.000000e+00 0.000000e+00 6.180236e-05 1.500488e+05 2.374290e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.969533e-05 1.215043e+05 2.491559e+06
0.000000e+00 0.000000e+00 0.000000e+00 1.452163e-05 8.664966e+04 2.553772e+06
0.000000e+00 0.000000e+00 0.000000e+00 3.961617e-05 1.062581e+05 2.325840e+06
